1616328456000,191661
1616328456003,2560806
1616328456004,3681364
1616328458001,416257
1616328458003,1378174
1616328458003,1090175
1616328460003,1409303
1616328460005,2726409
1616328460006,2369822
1616328462004,716556
1616328462005,1693276
1616328462006,1395575
1616328464005,1068449
1616328464006,2011129
1616328464007,2125805
1616328466006,766214
1616328466008,2135556
1616328466008,1637339
1616328468007,1337872
1616328468009,2639108
1616328468010,2957387
1616328470009,1248672
1616328470010,2522057
1616328470011,1716945
1616328472009,291055
1616328472010,1373127
1616328472012,1360549
1616328474010,320956
1616328474012,973260
1616328474013,503533
1616328476012,845622
1616328476014,2371999
1616328476015,2014283
1616328478014,1373236
1616328478015,2117187
1616328478016,2511743
1616328480015,181291
1616328480016,2055709
1616328480017,2636420
1616328482015,376568
1616328482016,971446
1616328482017,1225328
1616328484017,994741
1616328484018,2107336
1616328484019,2496152
1616328486017,681689
1616328486019,1832341
1616328486019,2344519
1616328488018,456065
1616328488019,1470820
1616328488020,2516852
1616328490019,311485
1616328490020,1457162
1616328490021,2670441
1616328492020,327665
1616328492021,1443380
1616328492022,2258133
1616328494022,876008
1616328494023,1932850
1616328494025,283150
1616328496023,779002
1616328496024,1734526
1616328496026,171276
1616328498023,352990
1616328498024,1162394
1616328498027,248952
1616328500024,176054
1616328500025,1081113
1616328500028,162215
1616328502026,1219596
1616328502028,2965875
1616328502029,179368
1616328504028,1519969
1616328504029,2421281
1616328504030,156211
1616328506029,1152791
1616328506030,2651791
1616328506031,346691
1616328508029,668228
1616328508030,1443999
1616328508032,78178
1616328510030,231807
1616328510031,1153081
1616328510033,188502
1616328512031,249274
1616328512032,1360564
1616328512035,135886
1616656856002,1308567
1616656856007,6026045
1616656856010,9872597
1616656858004,337835
1616656858005,1053250
1616656858007,2063291
1616656860006,1048757
1616656860008,2473554
1616656860010,2954400
1616656862008,1267019
1616656862011,3447592
1616656862014,5197945
